Left Wing,Center Back,Center Forward,Left Back,Right Back
58+2,76+2,60+2,69+2,69+2
56+2,76+2,56+2,75+2,75+2
71+2,52+2,75+2,52+2,52+2
77+2,56+2,76+2,59+2,59+2
52+2,76+2,52+2,70+2,70+2
72+2,65+2,71+2,70+2,70+2
73+2,69+2,74+2,69+2,69+2
69+2,73+2,67+2,76+2,76+2
65+2,77+2,64+2,77+2,77+2
73+2,74+2,72+2,76+2,76+2
,,,,
51+2,77+2,52+2,70+2,70+2
48+2,77+2,47+2,70+2,70+2
68+2,51+2,72+2,49+2,49+2
77+2,47+2,76+2,55+2,55+2
77+2,52+2,76+2,62+2,62+2
49+2,77+2,50+2,70+2,70+2
63+2,77+2,62+2,75+2,75+2
75+2,72+2,73+2,75+2,75+2
,,,,
76+2,42+2,75+2,51+2,51+2
75+2,64+2,72+2,72+2,72+2
73+2,68+2,74+2,69+2,69+2
64+2,77+2,65+2,74+2,74+2
74+2,71+2,74+2,73+2,73+2
70+2,77+2,71+2,75+2,75+2
76+2,69+2,74+2,75+2,75+2
77+2,55+2,76+2,63+2,63+2
71+2,70+2,68+2,76+2,76+2
70+2,75+2,71+2,75+2,75+2
71+2,71+2,71+2,72+2,72+2
77+2,50+2,77+2,55+2,55+2
68+2,76+2,67+2,75+2,75+2
76+2,44+2,74+2,52+2,52+2
,,,,
76+3,62+3,76+3,69+3,69+3
68+2,72+2,70+2,71+2,71+2
66+2,75+2,65+2,76+2,76+2
77+2,67+2,76+2,71+2,71+2
77+2,40+2,75+2,51+2,51+2
73+2,69+2,74+2,69+2,69+2
,,,,
79+2,53+2,79+2,60+2,60+2
73+2,63+2,73+2,63+2,63+2
78+2,45+2,77+2,52+2,52+2
75+2,69+2,76+2,71+2,71+2
68+2,74+2,65+2,77+2,77+2
77+2,46+2,78+2,53+2,53+2
58+2,76+2,60+2,71+2,71+2
65+2,50+2,70+2,46+2,46+2
,,,,
76+2,67+2,75+2,72+2,72+2
71+2,51+2,73+2,50+2,50+2
74+2,70+2,73+2,72+2,72+2
73+3,57+3,75+3,58+3,58+3
71+2,67+2,74+2,65+2,65+2
71+2,47+2,74+2,46+2,46+2
71+2,74+2,69+2,77+2,77+2
,,,,
74+2,54+2,74+2,60+2,60+2
74+2,69+2,73+2,73+2,73+2
50+2,77+2,48+2,70+2,70+2
61+2,76+2,60+2,74+2,74+2
78+2,47+2,77+2,54+2,54+2
54+2,77+2,53+2,73+2,73+2
78+2,45+2,79+2,53+2,53+2
69+2,74+2,69+2,74+2,74+2
75+2,63+2,74+2,70+2,70+2
76+2,51+2,75+2,56+2,56+2
49+2,77+2,51+2,69+2,69+2
50+2,77+2,50+2,72+2,72+2
76+2,57+2,77+2,61+2,61+2
64+2,77+2,64+2,74+2,74+2
50+2,76+2,54+2,67+2,67+2
73+2,69+2,75+2,68+2,68+2
73+2,54+2,75+2,54+2,54+2
56+2,77+2,58+2,70+2,70+2
55+2,76+2,58+2,69+2,69+2
77+2,47+2,78+2,54+2,54+2
73+2,69+2,73+2,70+2,70+2
,,,,
58+2,77+2,60+2,69+2,69+2
64+3,75+3,66+3,72+3,72+3
76+2,53+2,74+2,60+2,60+2
75+2,65+2,74+2,69+2,69+2
75+3,54+3,76+3,59+3,59+3
47+2,77+2,48+2,66+2,66+2
78+2,52+2,78+2,59+2,59+2
71+3,76+3,70+3,76+3,76+3
76+2,72+2,76+2,75+2,75+2
76+2,68+2,75+2,73+2,73+2
73+2,68+2,73+2,68+2,68+2
64+2,77+2,65+2,75+2,75+2
76+3,74+3,75+3,77+3,77+3
,,,,
58+2,76+2,59+2,68+2,68+2
68+2,75+2,69+2,74+2,74+2
73+2,60+2,74+2,60+2,60+2
77+2,53+2,75+2,62+2,62+2
77+2,44+2,76+2,53+2,53+2
76+2,48+2,75+2,58+2,58+2
56+2,76+2,57+2,71+2,71+2
,,,,
71+3,66+3,71+3,69+3,69+3
77+3,59+3,77+3,63+3,63+3
71+2,48+2,74+2,48+2,48+2
71+2,76+2,70+2,76+2,76+2
65+2,77+2,68+2,72+2,72+2
,,,,
62+2,76+2,61+2,74+2,74+2
59+2,76+2,60+2,69+2,69+2
69+2,77+2,70+2,75+2,75+2
49+2,77+2,50+2,68+2,68+2
,,,,
77+3,46+3,76+3,55+3,55+3
72+2,67+2,74+2,67+2,67+2
75+2,59+2,75+2,63+2,63+2
72+2,74+2,73+2,74+2,74+2
78+2,50+2,77+2,57+2,57+2
76+2,75+2,76+2,77+2,77+2
50+2,76+2,50+2,69+2,69+2
76+3,56+3,77+3,59+3,59+3
74+2,74+2,72+2,76+2,76+2
65+2,77+2,66+2,73+2,73+2
78+2,55+2,77+2,61+2,61+2
73+2,64+2,72+2,69+2,69+2
73+2,57+2,74+2,59+2,59+2
76+2,45+2,75+2,54+2,54+2
75+2,52+2,76+2,56+2,56+2
74+2,68+2,73+2,71+2,71+2
65+2,73+2,63+2,76+2,76+2
74+2,68+2,74+2,72+2,72+2
55+3,76+3,57+3,67+3,67+3
75+2,46+2,74+2,55+2,55+2
74+2,53+2,75+2,57+2,57+2
73+2,74+2,74+2,71+2,71+2
54+2,76+2,58+2,66+2,66+2
57+2,75+2,57+2,70+2,70+2
75+2,72+2,75+2,73+2,73+2
75+2,49+2,74+2,59+2,59+2
76+2,50+2,76+2,55+2,55+2
69+2,56+2,72+2,54+2,54+2
76+2,49+2,77+2,53+2,53+2
75+2,50+2,76+2,54+2,54+2
62+2,75+2,62+2,71+2,71+2
68+2,74+2,69+2,73+2,73+2
77+2,45+2,76+2,56+2,56+2
69+2,69+2,70+2,70+2,70+2
73+2,63+2,75+2,64+2,64+2
56+2,76+2,59+2,70+2,70+2
71+2,70+2,73+2,68+2,68+2
,,,,
71+2,73+2,69+2,75+2,75+2
75+2,45+2,74+2,56+2,56+2
69+2,72+2,69+2,72+2,72+2
77+2,45+2,76+2,55+2,55+2
74+2,43+2,75+2,48+2,48+2
,,,,
75+2,58+2,74+2,64+2,64+2
75+2,46+2,75+2,52+2,52+2
62+2,75+2,64+2,71+2,71+2
74+2,58+2,74+2,63+2,63+2
73+2,73+2,71+2,75+2,75+2
74+2,65+2,75+2,68+2,68+2
76+3,55+3,76+3,58+3,58+3
49+2,76+2,50+2,70+2,70+2
42+2,75+2,47+2,65+2,65+2
76+2,53+2,75+2,62+2,62+2
,,,,
72+2,67+2,71+2,70+2,70+2
72+2,73+2,72+2,72+2,72+2
69+2,76+2,68+2,75+2,75+2
75+2,47+2,76+2,51+2,51+2
76+2,71+2,75+2,76+2,76+2
63+2,77+2,68+2,69+2,69+2
75+2,64+2,74+2,69+2,69+2
73+3,73+3,73+3,75+3,75+3
53+2,76+2,53+2,70+2,70+2
54+2,76+2,51+2,72+2,72+2
70+3,55+3,73+3,55+3,55+3
62+2,76+2,60+2,75+2,75+2
75+2,62+2,76+2,64+2,64+2
73+2,48+2,72+2,54+2,54+2
67+2,59+2,70+2,53+2,53+2
51+2,75+2,51+2,69+2,69+2
,,,,
74+2,47+2,76+2,48+2,48+2
,,,,
76+2,46+2,77+2,52+2,52+2
51+2,76+2,52+2,70+2,70+2
67+2,71+2,68+2,73+2,73+2
65+2,75+2,66+2,71+2,71+2
,,,,
68+2,51+2,72+2,51+2,51+2
76+2,53+2,76+2,59+2,59+2
71+2,56+2,73+2,56+2,56+2
75+2,47+2,74+2,56+2,56+2
76+2,53+2,74+2,59+2,59+2
75+2,67+2,75+2,68+2,68+2
74+2,51+2,74+2,55+2,55+2
70+2,54+2,73+2,50+2,50+2
67+2,49+2,71+2,48+2,48+2
69+2,74+2,69+2,73+2,73+2
68+2,74+2,66+2,75+2,75+2
68+3,49+3,71+3,48+3,48+3
71+2,72+2,69+2,75+2,75+2
45+2,75+2,46+2,66+2,66+2
72+2,73+2,71+2,75+2,75+2
,,,,
74+2,70+2,74+2,72+2,72+2
77+2,63+2,76+2,69+2,69+2
77+2,58+2,75+2,67+2,67+2
68+2,48+2,71+2,47+2,47+2
64+2,77+2,66+2,71+2,71+2
70+2,72+2,71+2,71+2,71+2
69+2,75+2,69+2,75+2,75+2
56+2,76+2,57+2,69+2,69+2
74+2,44+2,73+2,53+2,53+2
51+2,76+2,50+2,70+2,70+2
,,,,
70+2,76+2,70+2,75+2,75+2
70+3,75+3,70+3,75+3,75+3
71+2,73+2,73+2,72+2,72+2
70+2,53+2,73+2,50+2,50+2
65+2,74+2,66+2,69+2,69+2
72+3,51+3,75+3,52+3,52+3
75+2,63+2,74+2,68+2,68+2
76+2,69+2,75+2,71+2,71+2
74+2,70+2,74+2,74+2,74+2
74+2,58+2,74+2,62+2,62+2
69+2,72+2,68+2,75+2,75+2
73+2,71+2,73+2,73+2,73+2
68+2,51+2,71+2,49+2,49+2
48+2,76+2,47+2,69+2,69+2
77+2,51+2,77+2,56+2,56+2
77+2,42+2,75+2,54+2,54+2
71+2,75+2,70+2,76+2,76+2
71+2,74+2,70+2,76+2,76+2
76+2,45+2,77+2,51+2,51+2
75+2,46+2,75+2,50+2,50+2
68+2,74+2,68+2,72+2,72+2
75+2,46+2,74+2,57+2,57+2
76+2,51+2,76+2,55+2,55+2
71+2,46+2,73+2,49+2,49+2
,,,,
66+2,75+2,66+2,72+2,72+2
76+2,75+2,76+2,76+2,76+2
59+2,76+2,61+2,71+2,71+2
68+2,75+2,68+2,74+2,74+2
58+2,75+2,56+2,72+2,72+2
66+2,54+2,72+2,49+2,49+2
66+2,75+2,65+2,74+2,74+2
77+3,55+3,77+3,62+3,62+3
73+2,52+2,74+2,54+2,54+2
77+2,48+2,76+2,56+2,56+2
,,,,
67+2,69+2,64+2,75+2,75+2
56+2,75+2,57+2,72+2,72+2
73+2,40+2,75+2,44+2,44+2
72+2,63+2,72+2,65+2,65+2
77+2,44+2,75+2,55+2,55+2
72+2,46+2,74+2,50+2,50+2
,,,,
75+2,49+2,76+2,54+2,54+2
45+2,76+2,45+2,67+2,67+2
68+2,74+2,68+2,73+2,73+2
54+2,76+2,54+2,71+2,71+2
66+2,76+2,64+2,75+2,75+2
60+3,76+3,60+3,70+3,70+3
71+2,74+2,69+2,75+2,75+2
59+2,76+2,58+2,72+2,72+2
68+2,54+2,72+2,52+2,52+2
71+2,41+2,73+2,46+2,46+2
67+2,75+2,68+2,73+2,73+2
48+2,75+2,49+2,69+2,69+2
76+2,49+2,75+2,57+2,57+2
76+3,67+3,76+3,67+3,67+3
74+2,68+2,73+2,71+2,71+2
60+2,75+2,59+2,73+2,73+2
64+2,75+2,63+2,76+2,76+2
74+2,73+2,73+2,76+2,76+2
61+2,76+2,63+2,71+2,71+2
71+2,68+2,72+2,68+2,68+2
65+2,44+2,69+2,43+2,43+2
,,,,
76+2,48+2,76+2,56+2,56+2
67+2,74+2,70+2,70+2,70+2
66+2,54+2,71+2,48+2,48+2
71+2,72+2,72+2,74+2,74+2
,,,,
,,,,
71+2,78+2,71+2,77+2,77+2
62+2,75+2,63+2,73+2,73+2
69+2,53+2,72+2,50+2,50+2
74+2,45+2,75+2,49+2,49+2
71+2,76+2,72+2,74+2,74+2
77+2,59+2,76+2,64+2,64+2
68+2,54+2,72+2,51+2,51+2
72+2,72+2,69+2,76+2,76+2
74+3,73+3,73+3,75+3,75+3
67+2,72+2,64+2,75+2,75+2
71+2,45+2,73+2,47+2,47+2
,,,,
76+2,74+2,76+2,74+2,74+2
41+3,76+3,43+3,65+3,65+3
71+2,58+2,74+2,56+2,56+2
,,,,
50+2,75+2,51+2,67+2,67+2
73+2,72+2,74+2,72+2,72+2
51+2,75+2,53+2,67+2,67+2
72+2,79+2,73+2,75+2,75+2
75+2,66+2,74+2,71+2,71+2
77+2,50+2,76+2,58+2,58+2
50+2,75+2,53+2,67+2,67+2
72+2,72+2,72+2,75+2,75+2
51+2,76+2,54+2,66+2,66+2
73+2,66+2,74+2,66+2,66+2
43+2,76+2,45+2,65+2,65+2
64+2,74+2,63+2,72+2,72+2
67+2,48+2,72+2,42+2,42+2
67+2,71+2,65+2,73+2,73+2
73+2,51+2,74+2,53+2,53+2
74+2,43+2,75+2,51+2,51+2
77+2,53+2,77+2,56+2,56+2
76+2,63+2,75+2,68+2,68+2
69+2,55+2,72+2,53+2,53+2
74+2,51+2,75+2,55+2,55+2
50+2,76+2,51+2,68+2,68+2
74+2,73+2,72+2,76+2,76+2
76+2,43+2,77+2,50+2,50+2
50+2,75+2,52+2,66+2,66+2
,,,,
52+2,75+2,51+2,70+2,70+2
73+2,65+2,74+2,67+2,67+2
69+2,46+2,73+2,47+2,47+2
74+2,68+2,73+2,71+2,71+2
73+2,67+2,73+2,70+2,70+2
77+2,38+2,75+2,51+2,51+2
59+2,75+2,59+2,73+2,73+2
69+2,75+2,68+2,75+2,75+2
73+2,67+2,72+2,71+2,71+2
57+2,76+2,56+2,70+2,70+2
73+2,73+2,72+2,75+2,75+2
,,,,
77+2,62+2,77+2,69+2,69+2
55+2,76+2,57+2,69+2,69+2
74+2,73+2,73+2,76+2,76+2
72+2,47+2,74+2,49+2,49+2
46+2,75+2,48+2,65+2,65+2
76+3,64+3,76+3,67+3,67+3
68+3,42+3,71+3,41+3,41+3
,,,,
76+2,46+2,75+2,56+2,56+2
69+2,74+2,67+2,75+2,75+2
75+2,50+2,75+2,56+2,56+2
72+2,52+2,74+2,52+2,52+2
66+2,52+2,71+2,48+2,48+2
76+2,51+2,74+2,59+2,59+2
76+2,50+2,73+2,61+2,61+2
67+2,74+2,66+2,75+2,75+2
72+2,66+2,71+2,70+2,70+2
70+2,73+2,68+2,76+2,76+2
60+2,76+2,62+2,70+2,70+2
75+2,50+2,75+2,57+2,57+2
74+2,73+2,73+2,75+2,75+2
54+2,76+2,55+2,69+2,69+2
75+2,48+2,74+2,54+2,54+2
75+2,61+2,76+2,62+2,62+2
76+2,43+2,77+2,48+2,48+2
71+2,71+2,69+2,75+2,75+2
52+2,75+2,50+2,70+2,70+2
,,,,
73+2,72+2,73+2,74+2,74+2
74+2,71+2,74+2,72+2,72+2
76+2,42+2,75+2,52+2,52+2
74+2,71+2,75+2,72+2,72+2
49+2,75+2,52+2,68+2,68+2
76+2,50+2,75+2,56+2,56+2
,,,,
69+2,75+2,68+2,76+2,76+2
71+2,69+2,71+2,70+2,70+2
70+2,73+2,67+2,75+2,75+2
72+2,75+2,71+2,76+2,76+2
49+2,75+2,50+2,69+2,69+2
72+2,75+2,72+2,74+2,74+2
65+2,75+2,64+2,75+2,75+2
70+2,53+2,74+2,52+2,52+2
68+2,73+2,68+2,74+2,74+2
67+2,75+2,65+2,76+2,76+2
,,,,
76+2,44+2,75+2,54+2,54+2
76+2,50+2,75+2,57+2,57+2
72+2,48+2,74+2,51+2,51+2
65+2,74+2,67+2,70+2,70+2
,,,,
76+2,56+2,74+2,63+2,63+2
76+2,37+2,74+2,52+2,52+2
69+2,71+2,71+2,69+2,69+2
54+2,76+2,53+2,69+2,69+2
69+2,71+2,69+2,73+2,73+2
74+2,67+2,74+2,68+2,68+2
75+2,41+2,73+2,53+2,53+2
75+2,66+2,75+2,68+2,68+2
73+2,68+2,72+2,72+2,72+2
75+2,71+2,74+2,75+2,75+2
49+2,75+2,49+2,69+2,69+2
77+2,47+2,76+2,54+2,54+2
70+2,65+2,70+2,67+2,67+2
67+2,72+2,68+2,72+2,72+2
53+2,76+2,53+2,70+2,70+2
51+2,75+2,52+2,67+2,67+2
61+2,75+2,61+2,71+2,71+2
65+2,76+2,66+2,71+2,71+2
73+2,55+2,74+2,59+2,59+2
74+2,61+2,74+2,65+2,65+2
72+2,60+2,74+2,61+2,61+2
75+2,44+2,77+2,46+2,46+2
53+2,76+2,55+2,68+2,68+2
64+2,76+2,64+2,73+2,73+2
72+2,74+2,72+2,75+2,75+2
74+2,57+2,75+2,60+2,60+2
75+2,48+2,76+2,51+2,51+2
77+2,72+2,76+2,75+2,75+2
75+2,60+2,74+2,67+2,67+2
52+2,76+2,52+2,68+2,68+2
74+2,71+2,72+2,75+2,75+2
72+2,50+2,72+2,58+2,58+2
78+2,72+2,76+2,76+2,76+2
67+2,74+2,67+2,73+2,73+2
61+2,74+2,59+2,72+2,72+2
,,,,
73+2,70+2,74+2,70+2,70+2
76+2,44+2,77+2,52+2,52+2
70+2,73+2,68+2,75+2,75+2
45+2,75+2,47+2,65+2,65+2
,,,,
67+2,70+2,70+2,66+2,66+2
69+2,50+2,71+2,52+2,52+2
64+2,72+2,61+2,74+2,74+2
76+2,48+2,76+2,55+2,55+2
74+2,50+2,73+2,58+2,58+2
76+2,43+2,74+2,51+2,51+2
74+2,52+2,73+2,57+2,57+2
,,,,
,,,,
67+2,70+2,69+2,68+2,68+2
66+2,54+2,71+2,46+2,46+2
71+3,51+3,74+3,52+3,52+3
61+3,75+3,61+3,72+3,72+3
76+2,69+2,74+2,75+2,75+2
68+2,74+2,68+2,72+2,72+2
42+2,74+2,43+2,64+2,64+2
75+2,63+2,74+2,67+2,67+2
57+2,72+2,60+2,68+2,68+2
76+2,38+2,74+2,48+2,48+2
73+2,47+2,74+2,52+2,52+2
,,,,
76+2,59+2,75+2,65+2,65+2
47+2,74+2,49+2,65+2,65+2
,,,,
60+2,74+2,58+2,71+2,71+2
68+2,75+2,69+2,73+2,73+2
74+2,70+2,74+2,72+2,72+2
72+2,68+2,70+2,73+2,73+2
65+2,74+2,68+2,71+2,71+2
71+2,58+2,73+2,57+2,57+2
71+2,48+2,72+2,52+2,52+2
46+2,75+2,45+2,68+2,68+2
73+2,52+2,73+2,56+2,56+2
73+2,70+2,71+2,74+2,74+2
75+2,46+2,73+2,58+2,58+2
75+2,57+2,75+2,61+2,61+2
72+2,62+2,72+2,66+2,66+2
71+2,49+2,75+2,48+2,48+2
73+2,70+2,73+2,72+2,72+2
64+2,74+2,65+2,71+2,71+2
75+2,68+2,75+2,71+2,71+2
70+2,72+2,69+2,75+2,75+2
66+2,75+2,65+2,74+2,74+2
,,,,
69+2,71+2,69+2,71+2,71+2
67+2,57+2,71+2,53+2,53+2
75+2,41+2,74+2,52+2,52+2
63+2,75+2,61+2,75+2,75+2
75+2,50+2,74+2,57+2,57+2
73+2,72+2,71+2,74+2,74+2
72+2,64+2,72+2,67+2,67+2
74+2,51+2,75+2,55+2,55+2
70+2,42+2,74+2,47+2,47+2
74+2,63+2,73+2,66+2,66+2
72+2,67+2,72+2,71+2,71+2
71+3,46+3,72+3,50+3,50+3
65+2,70+2,67+2,66+2,66+2
72+2,70+2,73+2,69+2,69+2
42+2,74+2,43+2,66+2,66+2
72+2,52+2,74+2,55+2,55+2
74+2,56+2,74+2,59+2,59+2
74+2,49+2,73+2,58+2,58+2
51+2,74+2,53+2,69+2,69+2
69+2,73+2,68+2,74+2,74+2
75+2,44+2,76+2,51+2,51+2
72+2,71+2,72+2,74+2,74+2
71+2,67+2,71+2,68+2,68+2
48+2,74+2,50+2,66+2,66+2
72+2,52+2,72+2,54+2,54+2
67+2,71+2,68+2,70+2,70+2
75+2,47+2,73+2,56+2,56+2
67+3,48+3,69+3,47+3,47+3
73+2,70+2,72+2,74+2,74+2
75+2,52+2,75+2,58+2,58+2
74+2,54+2,74+2,62+2,62+2
58+2,75+2,58+2,70+2,70+2
68+2,49+2,71+2,50+2,50+2
68+2,72+2,64+2,74+2,74+2
58+2,74+2,58+2,71+2,71+2
72+2,74+2,73+2,74+2,74+2
73+2,65+2,72+2,70+2,70+2
53+2,74+2,55+2,67+2,67+2
,,,,
76+2,48+2,74+2,58+2,58+2
74+2,63+2,74+2,65+2,65+2
74+2,53+2,75+2,56+2,56+2
75+2,53+2,73+2,58+2,58+2
71+2,44+2,73+2,47+2,47+2
74+2,59+2,74+2,63+2,63+2
,,,,
72+2,67+2,73+2,67+2,67+2
76+2,44+2,74+2,53+2,53+2
76+2,39+2,75+2,50+2,50+2
76+2,48+2,74+2,56+2,56+2
76+2,50+2,75+2,58+2,58+2
76+2,50+2,76+2,56+2,56+2
53+2,74+2,53+2,69+2,69+2
74+3,50+3,73+3,55+3,55+3
59+2,75+2,58+2,72+2,72+2
49+2,75+2,49+2,67+2,67+2
68+2,70+2,68+2,71+2,71+2
72+2,52+2,73+2,57+2,57+2
,,,,
68+2,73+2,66+2,74+2,74+2
74+2,65+2,73+2,69+2,69+2
72+3,55+3,74+3,54+3,54+3
69+2,70+2,70+2,68+2,68+2
74+2,70+2,74+2,73+2,73+2
69+2,74+2,69+2,75+2,75+2
68+2,73+2,69+2,71+2,71+2
75+2,65+2,74+2,70+2,70+2
72+2,72+2,72+2,75+2,75+2
75+2,50+2,74+2,59+2,59+2
47+2,75+2,49+2,66+2,66+2
72+2,67+2,72+2,70+2,70+2
69+2,76+2,70+2,76+2,76+2
60+2,74+2,57+2,74+2,74+2
72+2,54+2,75+2,55+2,55+2
52+2,75+2,55+2,68+2,68+2
75+2,48+2,75+2,52+2,52+2
74+2,71+2,73+2,74+2,74+2
70+2,74+2,71+2,72+2,72+2
71+2,43+2,74+2,47+2,47+2
54+2,74+2,56+2,65+2,65+2
76+2,52+2,76+2,56+2,56+2
49+2,75+2,49+2,69+2,69+2
70+2,46+2,72+2,46+2,46+2
73+2,72+2,72+2,75+2,75+2
65+3,49+3,71+3,42+3,42+3
59+2,75+2,59+2,72+2,72+2
76+2,50+2,74+2,57+2,57+2
74+2,52+2,75+2,56+2,56+2
61+2,75+2,62+2,71+2,71+2
52+2,75+2,53+2,69+2,69+2
75+2,60+2,74+2,66+2,66+2
75+2,53+2,74+2,62+2,62+2
63+2,75+2,65+2,70+2,70+2
76+2,54+2,76+2,57+2,57+2
75+2,38+2,74+2,49+2,49+2
52+2,74+2,55+2,66+2,66+2
70+2,47+2,71+2,50+2,50+2
74+2,59+2,72+2,65+2,65+2
73+2,46+2,74+2,51+2,51+2
72+3,68+3,73+3,67+3,67+3
,,,,
,,,,
73+2,72+2,72+2,75+2,75+2
75+3,43+3,74+3,52+3,52+3
74+2,54+2,73+2,60+2,60+2
,,,,
75+2,53+2,75+2,58+2,58+2
53+2,75+2,55+2,66+2,66+2
68+3,58+3,72+3,54+3,54+3
77+2,71+2,76+2,74+2,74+2
47+2,74+2,49+2,66+2,66+2
,,,,
67+2,77+2,68+2,70+2,70+2
72+2,43+2,73+2,46+2,46+2
72+2,45+2,73+2,49+2,49+2
,,,,
73+2,70+2,73+2,72+2,72+2
74+2,48+2,73+2,56+2,56+2
62+2,75+2,63+2,71+2,71+2
74+2,71+2,73+2,73+2,73+2
67+2,74+2,68+2,72+2,72+2
74+2,72+2,74+2,74+2,74+2
51+2,74+2,49+2,70+2,70+2
75+2,51+2,76+2,57+2,57+2
68+3,50+3,71+3,49+3,49+3
,,,,
71+2,49+2,72+2,50+2,50+2
59+2,75+2,59+2,71+2,71+2
43+2,75+2,45+2,62+2,62+2
74+2,51+2,73+2,58+2,58+2
74+2,47+2,74+2,54+2,54+2
73+2,71+2,73+2,74+2,74+2
70+2,71+2,68+2,74+2,74+2
65+2,74+2,66+2,72+2,72+2
,,,,
72+2,64+2,74+2,66+2,66+2
75+2,57+2,74+2,63+2,63+2
71+2,40+2,72+2,47+2,47+2
75+2,49+2,77+2,52+2,52+2
54+2,75+2,58+2,66+2,66+2
60+2,74+2,58+2,71+2,71+2
48+2,74+2,51+2,66+2,66+2
73+2,57+2,74+2,58+2,58+2
56+2,77+2,56+2,71+2,71+2
74+2,56+2,75+2,59+2,59+2
67+2,75+2,69+2,71+2,71+2
45+2,74+2,46+2,66+2,66+2
52+2,74+2,52+2,68+2,68+2
76+2,53+2,76+2,57+2,57+2
46+2,74+2,47+2,66+2,66+2
63+2,76+2,62+2,74+2,74+2
76+2,56+2,75+2,60+2,60+2
71+2,68+2,70+2,74+2,74+2
56+2,75+2,56+2,68+2,68+2
71+2,47+2,73+2,48+2,48+2
74+2,52+2,74+2,59+2,59+2
73+2,52+2,73+2,60+2,60+2
67+2,73+2,66+2,74+2,74+2
74+2,61+2,74+2,64+2,64+2
70+2,50+2,73+2,49+2,49+2
68+2,47+2,70+2,47+2,47+2
58+2,74+2,58+2,70+2,70+2
,,,,
73+2,72+2,72+2,74+2,74+2
75+2,46+2,75+2,52+2,52+2
72+2,71+2,70+2,74+2,74+2
74+2,56+2,73+2,60+2,60+2
77+2,43+2,76+2,51+2,51+2
70+2,71+2,70+2,70+2,70+2
64+2,54+2,70+2,49+2,49+2
77+2,69+2,76+2,73+2,73+2
69+2,52+2,72+2,50+2,50+2
69+2,74+2,68+2,74+2,74+2
72+2,49+2,74+2,52+2,52+2
75+2,50+2,74+2,55+2,55+2
49+2,74+2,50+2,67+2,67+2
47+2,74+2,49+2,65+2,65+2
,,,,
49+2,75+2,51+2,67+2,67+2
73+2,69+2,72+2,75+2,75+2
52+2,75+2,54+2,67+2,67+2
66+2,73+2,66+2,73+2,73+2
45+2,74+2,46+2,68+2,68+2
,,,,
53+2,75+2,54+2,67+2,67+2
76+2,55+2,75+2,59+2,59+2
69+2,70+2,66+2,74+2,74+2
70+2,73+2,69+2,74+2,74+2
47+2,74+2,49+2,65+2,65+2
75+2,59+2,75+2,65+2,65+2
66+2,51+2,70+2,49+2,49+2
75+2,50+2,75+2,53+2,53+2
73+2,70+2,70+2,74+2,74+2
68+2,70+2,69+2,68+2,68+2
75+2,57+2,74+2,62+2,62+2
70+2,71+2,69+2,75+2,75+2
73+2,72+2,74+2,73+2,73+2
69+2,72+2,69+2,72+2,72+2
66+2,73+2,65+2,75+2,75+2
72+2,51+2,74+2,51+2,51+2
75+2,52+2,74+2,58+2,58+2
68+2,70+2,66+2,71+2,71+2
51+2,74+2,52+2,68+2,68+2
74+2,72+2,72+2,74+2,74+2
75+2,53+2,73+2,62+2,62+2
,,,,
71+2,69+2,70+2,74+2,74+2
67+2,73+2,65+2,74+2,74+2
56+2,75+2,53+2,75+2,75+2
,,,,
75+2,46+2,74+2,54+2,54+2
,,,,
74+2,65+2,73+2,72+2,72+2
70+2,73+2,68+2,75+2,75+2
75+2,65+2,73+2,70+2,70+2
49+2,74+2,52+2,67+2,67+2
67+2,77+2,70+2,73+2,73+2
74+2,44+2,74+2,53+2,53+2
70+2,70+2,71+2,68+2,68+2
72+2,69+2,72+2,70+2,70+2
73+2,45+2,71+2,55+2,55+2
74+2,43+2,73+2,53+2,53+2
76+2,42+2,74+2,51+2,51+2
76+2,53+2,74+2,62+2,62+2
56+2,74+2,55+2,69+2,69+2
74+2,48+2,76+2,53+2,53+2
71+2,71+2,70+2,74+2,74+2
68+2,72+2,69+2,70+2,70+2
74+2,53+2,74+2,58+2,58+2
70+2,68+2,67+2,74+2,74+2
71+2,72+2,70+2,75+2,75+2
,,,,
54+2,74+2,52+2,71+2,71+2
75+2,54+2,73+2,61+2,61+2
71+2,72+2,70+2,74+2,74+2
71+2,47+2,73+2,50+2,50+2
66+3,78+3,66+3,74+3,74+3
74+2,70+2,73+2,75+2,75+2
51+2,75+2,52+2,67+2,67+2
66+2,71+2,67+2,69+2,69+2
76+2,45+2,74+2,56+2,56+2
74+2,53+2,73+2,60+2,60+2
75+2,58+2,74+2,63+2,63+2
70+2,72+2,71+2,70+2,70+2
,,,,
53+2,74+2,55+2,67+2,67+2
55+2,75+2,55+2,70+2,70+2
75+2,54+2,76+2,57+2,57+2
75+2,46+2,74+2,54+2,54+2
64+2,71+2,65+2,73+2,73+2
46+2,74+2,45+2,66+2,66+2
76+2,53+2,75+2,60+2,60+2
74+2,56+2,74+2,61+2,61+2
71+2,73+2,72+2,72+2,72+2
66+2,73+2,66+2,71+2,71+2
49+2,75+2,51+2,67+2,67+2
71+2,71+2,71+2,72+2,72+2
53+2,75+2,55+2,69+2,69+2
71+2,43+2,72+2,46+2,46+2
65+2,75+2,63+2,75+2,75+2
75+2,51+2,75+2,58+2,58+2
,,,,
74+2,68+2,72+2,75+2,75+2
