Club,Jersey Number,ClubID,Position
Al Ittihad,20,923,RDM
Standard de Liège,10,924,RM
Southampton,20,925,ST
Watford,1,926,GK
Newcastle United,11,927,RM
Racing Club,7,928,ST
Villarreal CF,18,929,CDM
Galatasaray SK,20,930,CAM
Olympique de Marseille,18,931,LB
KRC Genk,18,932,RCM
Arsenal,21,933,LW
SL Benfica,2,934,CB
Getafe CF,4,935,CB
Galatasaray SK,7,936,LM
SC Freiburg,1,937,GK
Bournemouth,16,938,CM
Boca Juniors,8,939,CM
Internacional,19,940,LB
Beijing Sinobo Guoan FC,9,941,ST
SD Eibar,11,942,RB
Athletic Club de Bilbao,6,943,CM
Brighton & Hove Albion,13,944,CAM
Everton,3,945,LB
West Ham United,21,946,CB
Roma,5,947,CB
Portimonense SC,9,948,ST
Borussia Mönchengladbach,4,949,RCB
Shanghai Greenland Shenhua FC,10,950,CAM
Colo-Colo,10,951,CAM
West Ham United,9,952,ST
,4,953,CB
Shakhtar Donetsk,30,954,GK
Junior FC,29,955,ST
Athletic Club de Bilbao,1,956,GK
SC Braga,7,957,RS
1. FC Köln,22,958,CB
Arsenal,17,959,RDM
Deportivo Alavés,16,960,CDM
Girona FC,13,961,GK
PAOK,9,962,ST
Brighton & Hove Albion,16,963,RM
Deportivo Alavés,12,964,LS
Atlético Mineiro,20,965,CAM
Eintracht Frankfurt,27,966,RM
Olympique de Marseille,5,967,LM
West Bromwich Albion,19,968,RS
Hertha BSC,19,969,LS
Newcastle United,23,970,RS
RCD Espanyol,4,971,CDM
Getafe CF,22,972,RB
Ajax,9,973,ST
Olympique Lyonnais,14,974,RB
Sporting CP,6,975,CB
RC Strasbourg Alsace,27,976,RWB
Trabzonspor,1,977,GK
Milan,16,978,CM
Chievo Verona,17,979,LW
SL Benfica,17,980,LW
Boca Juniors,17,981,ST
SD Eibar,8,982,RCM
Dynamo Kyiv,19,983,CM
Eintracht Frankfurt,22,984,RB
Cagliari,15,985,CB
Lokomotiv Moscow,15,986,CAM
Stade Rennais FC,3,987,RCB
AS Monaco,16,988,GK
Torino,8,989,CM
FC Porto,2,990,RB
Göztepe SK,6,991,LDM
Deportivo Cali,9,992,ST
Getafe CF,5,993,CDM
Be?ikta? JK,99,994,ST
Stade Rennais FC,14,995,LM
Torino,6,996,RCM
,7,997,RM
Deportivo Toluca,14,998,RM
Brighton & Hove Albion,22,999,RB
Bologna,16,1000,RCM
Southampton,10,1001,LS
Sampdoria,26,1002,CB
Boca Juniors,19,1003,ST
Borussia Dortmund,7,1004,RM
Lazio,8,1005,RB
Olympique Lyonnais,20,1006,LB
FC Barcelona,19,1007,ST
,21,1008,ST
Everton,16,1009,CDM
Tigres U.A.N.L.,20,1010,LM
RCD Espanyol,17,1011,RM
Nagoya Grampus,7,1012,ST
Amiens SC,1,1013,GK
West Ham United,15,1014,CDM
Tottenham Hotspur,17,1015,CM
Hannover 96,31,1016,RCB
Montpellier HSC,13,1017,RCM
Valencia CF,3,1018,CB
Getafe CF,19,1019,RS
Eintracht Frankfurt,20,1020,CB
Fulham,14,1021,RM
Changchun Yatai FC,9,1022,ST
Club Atlético Lanús,7,1023,RS
Medipol Ba?ak?ehir FK,1,1024,GK
Montpellier HSC,2,1025,RWB
Athletic Club de Bilbao,5,1026,RCB
Bournemouth,18,1027,ST
Ajax,19,1028,RCM
Roma,17,1029,LM
FC Red Bull Salzburg,9,1030,RS
RCD Espanyol,1,1031,GK
Al Ahli,21,1032,ST
Lazio,13,1033,RCB
West Ham United,14,1034,LCM
SC Freiburg,23,1035,LCB
RB Leipzig,22,1036,RB
FC Barcelona,3,1037,CB
Milan,20,1038,RB
Real Sociedad,3,1039,RCB
Burnley,9,1040,ST
Botafogo,11,1041,RS
Bologna,13,1042,CDM
PFC CSKA Moscow,5,1043,CB
TSG 1899 Hoffenheim,23,1044,LM
Medipol Ba?ak?ehir FK,14,1045,CM
LA Galaxy,8,1046,LCM
PSV,5,1047,RCB
Borussia Dortmund,29,1048,LB
Juventus,37,1049,LM
Bayer 04 Leverkusen,3,1050,CB
Brighton & Hove Albion,6,1051,CM
Parma,45,1052,ST
Club América,1,1053,GK
Udinese,16,1054,LW
VfB Stuttgart,20,1055,RCM
Brighton & Hove Albion,17,1056,ST
Tigres U.A.N.L.,5,1057,RDM
Southampton,1,1058,GK
Getafe CF,1,1059,GK
Borussia Mönchengladbach,17,1060,CM
Spartak Moscow,14,1061,CB
SL Benfica,30,1062,ST
Liverpool,27,1063,ST
RC Celta,5,1064,LDM
Valencia CF,9,1065,LM
Hertha BSC,27,1066,RS
Bayer 04 Leverkusen,18,1067,LB
Villarreal CF,19,1068,RCM
FC Girondins de Bordeaux,20,1069,RB
Milan,63,1070,RS
Genoa,1,1071,GK
OGC Nice,25,1072,LCM
Jiangsu Suning FC,29,1073,RCB
Lazio,20,1074,ST
Real Valladolid CF,1,1075,GK
Girona FC,2,1076,CB
Fiorentina,24,1077,RCM
Everton,6,1078,CB
Trabzonspor,33,1079,CM
Burnley,12,1080,LWB
CD Leganés,11,1081,LM
West Ham United,2,1082,CB
Southampton,21,1083,RB
Club Atlético Banfield,2,1084,RCB
Chelsea,12,1085,CM
Bologna,4,1086,CB
Celtic,8,1087,CDM
Fulham,9,1088,ST
Hertha BSC,3,1089,CDM
Club Atlético Banfield,20,1090,ST
Udinese,9,1091,ST
Bologna,24,1092,RS
Borussia Dortmund,27,1093,RM
Independiente,9,1094,ST
Feyenoord,9,1095,ST
Deportivo Alavés,5,1096,RCB
Lazio,5,1097,LM
RB Leipzig,29,1098,ST
Valencia CF,12,1099,CB
Vitória Guimarães,1,1100,GK
Changchun Yatai FC,39,1101,CB
Ajax,17,1102,CAM
RCD Espanyol,7,1103,ST
Getafe CF,10,1104,LM
Watford,19,1105,RM
RC Celta,19,1106,LM
Paris Saint-Germain,4,1107,RB
Borussia Mönchengladbach,6,1108,RB
PSV,3,1109,LCM
RB Leipzig,5,1110,LCB
Sporting CP,5,1111,LB
OGC Nice,40,1112,GK
Levante UD,10,1113,LCM
FC Nantes,5,1114,CB
Olympique de Marseille,17,1115,RB
SL Benfica,19,1116,ST
Bologna,23,1117,CB
Fenerbahçe SK,20,1118,RM
Olympique de Marseille,11,1119,ST
,1,1120,GK
Borussia Mönchengladbach,7,1121,RM
Eintracht Frankfurt,24,1122,RM
FC København,15,1123,LM
Club Brugge KV,7,1124,LS
VfL Wolfsburg,33,1125,RS
Eintracht Frankfurt,10,1126,LM
Bournemouth,11,1127,LM
SD Eibar,15,1128,LB
Tottenham Hotspur,17,1129,CM
BSC Young Boys,43,1130,RB
FC Augsburg,4,1131,LCB
DC United,10,1132,CAM
Dynamo Kyiv,17,1133,LM
Huddersfield Town,13,1134,CB
Eintracht Frankfurt,8,1135,CAM
Al Hilal,3,1136,CAM
UD Las Palmas,7,1137,ST
SV Werder Bremen,6,1138,LB
Galatasaray SK,4,1139,RCB
Standard de Liège,13,1140,GK
Chievo Verona,56,1141,CM
Vitória Guimarães,11,1142,LCM
Real Madrid,28,1143,LW
Bologna,31,1144,LCM
Girona FC,15,1145,LCB
Olympiacos CFP,10,1146,CAM
Tottenham Hotspur,13,1147,GK
FC Schalke 04,24,1148,LWB
Juventus,6,1149,RCM
Real Sociedad,19,1150,LB
Burnley,2,1151,RB
West Ham United,23,1152,LCB
Stade Rennais FC,21,1153,RDM
Valencia CF,21,1154,RB
SC Braga,20,1155,LS
Napoli,42,1156,CM
Athletic Club de Bilbao,12,1157,LB
Olympiacos CFP,93,1158,GK
FC Girondins de Bordeaux,11,1159,LW
Deportivo de La Coruña,11,1160,RM
Real Valladolid CF,16,1161,ST
Chievo Verona,8,1162,CM
Sporting CP,40,1163,GK
Deportivo Alavés,23,1164,LM
Universidad Católica,18,1165,CAM
Deportivo Alavés,8,1166,RCM
FC Nantes,4,1167,LCB
1. FSV Mainz 05,6,1168,LCM
San Lorenzo de Almagro,16,1169,CAM
Al Hilal,21,1170,CAM
Rayo Vallecano,8,1171,RCM
Cagliari,18,1172,RCM
PSV,6,1173,LB
Santos,3,1174,RCB
SD Eibar,14,1175,RM
TSG 1899 Hoffenheim,20,1176,CM
Monterrey,16,1177,LCM
SC Braga,36,1178,RCB
River Plate,2,1179,RCB
Villarreal CF,13,1180,LCB
Bayer 04 Leverkusen,21,1181,RDM
Columbus Crew SC,10,1182,CAM
Udinese,72,1183,CM
Brighton & Hove Albion,10,1184,ST
FC Porto,20,1185,ST
Bologna,3,1186,RCB
FC Girondins de Bordeaux,5,1187,CDM
Watford,2,1188,RB
Monterrey,7,1189,ST
Roma,10,1190,ST
Sevilla FC,11,1191,RB
FC Schalke 04,18,1192,RM
Wolverhampton Wanderers,15,1193,LCB
Liverpool,18,1194,LB
Al Ittihad,10,1195,CAM
Bayer 04 Leverkusen,23,1196,RB
SD Eibar,5,1197,CDM
Everton,2,1198,CB
MKE Ankaragücü,34,1199,GK
Real Sociedad,17,1200,LDM
Real Sociedad,7,1201,LM
West Bromwich Albion,3,1202,LWB
Newcastle United,18,1203,LCB
KAA Gent,91,1204,GK
RC Celta,6,1205,CM
San Lorenzo de Almagro,9,1206,ST
RC Celta,17,1207,LB
Shanghai SIPG FC,7,1208,RW
FC Nantes,12,1209,RW
Genoa,45,1210,RM
West Bromwich Albion,18,1211,RM
CD Leganés,1,1212,GK
Huddersfield Town,16,1213,GK
Guizhou Hengfeng FC,26,1214,LCM
Swansea City,2,1215,ST
Girona FC,22,1216,ST
Fenerbahçe SK,5,1217,RCB
Paris Saint-Germain,14,1218,LB
Udinese,11,1219,CM
SV Werder Bremen,15,1220,CB
Trabzonspor,8,1221,LDM
FC Nantes,19,1222,LCM
Paris Saint-Germain,22,1223,LM
Southampton,9,1224,RS
Hannover 96,23,1225,GK
Tianjin TEDA FC,7,1226,ST
VfL Wolfsburg,31,1227,RCB
SL Benfica,99,1228,GK
Olympique Lyonnais,5,1229,LCB
Borussia Dortmund,18,1230,CDM
Sporting CP,37,1231,RCM
Bologna,8,1232,CDM
SL Benfica,16,1233,CDM
Burnley,10,1234,ST
Chongqing Dangdai Lifan FC SWM Team,27,1235,ST
Sporting CP,2,1236,CB
Levante UD,21,1237,ST
Inter,29,1238,LB
Milan,77,1239,RM
Spartak Moscow,10,1240,ST
Watford,8,1241,CM
AEK Athens,10,1242,CAM
Club América,8,1243,RCM
SV Werder Bremen,44,1244,CDM
Sampdoria,14,1245,RM
Real Betis,20,1246,LM
Inter,33,1247,LB
Dynamo Kyiv,71,1248,GK
Racing Club,21,1249,CDM
Burnley,9,1250,ST
Al Taawoun,20,1251,LM
RCD Espanyol,22,1252,LCB
SV Werder Bremen,22,1253,RM
Napoli,2,1254,RB
Standard de Liège,5,1255,CM
Newcastle United,17,1256,CF
Shakhtar Donetsk,10,1257,ST
Lazio,7,1258,LM
Atalanta,8,1259,RDM
Amiens SC,8,1260,CAM
Deportivo de La Coruña,8,1261,LCM
Atalanta,88,1262,RCM
Fiorentina,31,1263,LCB
Melbourne City FC,23,1264,ST
West Ham United,11,1265,RM
Eintracht Frankfurt,18,1266,CAM
Shakhtar Donetsk,18,1267,CB
Roma,18,1268,LB
Stade Rennais FC,11,1269,LW
Borussia Mönchengladbach,17,1270,LB
,16,1271,CAM
Celtic,32,1272,LCB
Deportivo Cali,10,1273,CAM
West Ham United,16,1274,RCM
SV Werder Bremen,11,1275,RW
Crystal Palace,17,1276,ST
Genoa,8,1277,RM
Monterrey,8,1278,RW
Rayo Vallecano,11,1279,RM
En Avant de Guingamp,29,1280,RCB
Udinese,91,1281,ST
Cruzeiro,2,1282,RB
Cruzeiro,6,1283,RDM
Boca Juniors,15,1284,RCM
TSG 1899 Hoffenheim,7,1285,CM
Rayo Vallecano,16,1286,LCB
Chelsea,13,1287,GK
Sassuolo,34,1288,LW
PAOK,7,1289,CAM
Celtic,23,1290,CAM
Be?ikta? JK,55,1291,RM
Bologna,22,1292,ST
Akhisar Belediyespor,27,1293,CAM
Foggia,1,1294,GK
Newcastle United,4,1295,LCM
Galatasaray SK,21,1296,ST
LOSC Lille,19,1297,RM
1. FC Nürnberg,27,1298,RM
AS Saint-Étienne,19,1299,RM
Tigres U.A.N.L.,9,1300,CAM
Boca Juniors,6,1301,CB
Clube Sport Marítimo,10,1302,CAM
OGC Nice,29,1303,RCB
Manchester City,15,1304,CB
AS Saint-Étienne,17,1305,RDM
Toronto FC,7,1306,CAM
Real Sporting de Gijón,13,1307,GK
Girona FC,21,1308,LB
Racing Club,8,1309,CAM
Fenerbahçe SK,9,1310,ST
Sampdoria,8,1311,LCM
SL Benfica,83,1312,RCM
Manchester United,36,1313,LB
Watford,14,1314,CDM
Monterrey,20,1315,RCM
AEK Athens,8,1316,CM
BB Erzurumspor,33,1317,LM
Chievo Verona,15,1318,LCB
SPAL,77,1319,CM
Atalanta,18,1320,RDM
Deportivo Alavés,3,1321,LB
SV Werder Bremen,8,1322,CF
Shandong Luneng TaiShan FC,4,1323,LCB
Club Atlético Colón,10,1324,CF
Crystal Palace,21,1325,LB
Torino,23,1326,LCM
Ajax,12,1327,ST
Bahia,3,1328,RCB
Fulham,19,1329,ST
Torino,5,1330,RCB
SPAL,43,1331,ST
Be?ikta? JK,77,1332,RB
Tottenham Hotspur,18,1333,ST
Olympique Lyonnais,15,1334,CB
Rayo Vallecano,10,1335,LM
Cagliari,10,1336,LS
Deportivo Toluca,3,1337,LB
Atlético Mineiro,3,1338,RCB
Newcastle United,15,1339,LM
New York City FC,10,1340,LCM
Levante UD,17,1341,CDM
Milan,11,1342,LW
Stade Rennais FC,7,1343,RM
Newcastle United,2,1344,CB
Getafe CF,7,1345,LS
Leicester City,11,1346,RM
Watford,18,1347,ST
Shanghai Greenland Shenhua FC,13,1348,LDM
Real Valladolid CF,13,1349,GK
Once Caldas,12,1350,GK
FC Basel 1893,5,1351,RB
,7,1352,RW
AEK Athens,20,1353,RM
Lazio,24,1354,GK
VfL Wolfsburg,14,1355,CAM
FC Girondins de Bordeaux,25,1356,LCB
Fenerbahçe SK,31,1357,ST
Be?ikta? JK,88,1358,LB
AEK Athens,19,1359,LCB
Göztepe SK,22,1360,GK
SL Benfica,22,1361,CDM
Genoa,10,1362,ST
Cruzeiro,11,1363,ST
FC Groningen,1,1364,GK
Montreal Impact,8,1365,LCM
VfL Wolfsburg,11,1366,RM
TSG 1899 Hoffenheim,6,1367,RCB
FC Basel 1893,7,1368,CAM
Bahia,6,1369,RDM
TSG 1899 Hoffenheim,14,1370,LM
Atalanta,6,1371,CB
Newcastle United,13,1372,ST
Toronto FC,17,1373,ST
Villarreal CF,25,1374,GK
Montpellier HSC,10,1375,RS
Stade Malherbe Caen,2,1376,RCB
Feyenoord,33,1377,RCB
Getafe CF,23,1378,RM
Portland Timbers,10,1379,LF
LOSC Lille,23,1380,RDM
1. FSV Mainz 05,18,1381,RB
Amiens SC,6,1382,RDM
Villarreal CF,13,1383,GK
CD Leganés,17,1384,CAM
Spartak Moscow,30,1385,LW
Amiens SC,15,1386,ST
Fiorentina,77,1387,LW
Racing Club,2,1388,LCB
Bayer 04 Leverkusen,16,1389,LB
Vitória Guimarães,2,1390,LCB
FC Girondins de Bordeaux,7,1391,ST
Hertha BSC,28,1392,RCB
Crystal Palace,14,1393,ST
BSC Young Boys,35,1394,LCM
Angers SCO,24,1395,LCB
Paraná,3,1396,RCB
Villarreal CF,10,1397,ST
TSG 1899 Hoffenheim,4,1398,LCB
Ajax,3,1399,RB
Brighton & Hove Albion,11,1400,RM
Hamburger SV,6,1401,LB
Spartak Moscow,16,1402,LCB
Olympique Lyonnais,9,1403,ST
Tigres U.A.N.L.,13,1404,ST
Montpellier HSC,25,1405,CAM
PSV,12,1406,RB
FC Augsburg,19,1407,CAM
SPAL,37,1408,RS
Rayo Vallecano,9,1409,ST
FC Basel 1893,23,1410,LCB
Stade Rennais FC,16,1411,GK
Stoke City,7,1412,RDM
Guangzhou Evergrande Taobao FC,7,1413,ST
Sporting CP,13,1414,RB
Antalyaspor,11,1415,RM
Minnesota United FC,25,1416,CAM
Southampton,23,1417,RCM
RSC Anderlecht,19,1418,ST
PAOK,20,1419,LB
Club León,17,1420,ST
Empoli,13,1421,LB
FC Schalke 04,36,1422,ST
Fiorentina,7,1423,LW
Eintracht Frankfurt,13,1424,RCB
Inter,13,1425,CB
VVV-Venlo,1,1426,GK
VfB Stuttgart,5,1427,RCB
Independiente,16,1428,RB
Leeds United,16,1429,RCB
Antalyaspor,19,1430,CDM
Lokomotiv Moscow,33,1431,CB
RC Celta,13,1432,GK
Cruz Azul,2,1433,RCB
Getafe CF,11,1434,LM
FC Bayern München,13,1435,RB
Viktoria Plze?,8,1436,LB
RC Celta,22,1437,CB
Eintracht Frankfurt,6,1438,RCM
1. FC Köln,9,1439,LS
Alanyaspor,11,1440,LM
Watford,21,1441,RB
CD Leganés,8,1442,CM
Spartak Moscow,19,1443,RW
Bournemouth,15,1444,RB
PAOK,8,1445,LDM
Brighton & Hove Albion,6,1446,RCM
Akhisar Belediyespor,13,1447,RB
TSG 1899 Hoffenheim,19,1448,ST
Frosinone,29,1449,LF
RCD Espanyol,21,1450,CDM
SV Werder Bremen,13,1451,RCB
Eintracht Frankfurt,15,1452,LB
Burnley,25,1453,RM
Southampton,44,1454,GK
Medipol Ba?ak?ehir FK,80,1455,RB
Fiorentina,4,1456,LB
Real Sociedad,15,1457,CB
Atlético Paranaense,1,1458,GK
Shanghai Greenland Shenhua FC,11,1459,RM
Botafogo,1,1460,GK
1. FC Köln,21,1461,CM
West Ham United,3,1462,LB
Torino,21,1463,LM
Derby County,33,1464,CB
Crystal Palace,8,1465,LCM
Kawasaki Frontale,11,1466,ST
Cardiff City,21,1467,RM
RC Strasbourg Alsace,8,1468,LCM
Aston Villa,10,1469,LCM
PAOK,18,1470,LM
Swansea City,10,1471,LM
Celtic,7,1472,RM
PAOK,5,1473,LCB
SPAL,7,1474,LS
Lazio,14,1475,LB
Hannover 96,27,1476,CDM
Hamburger SV,14,1477,RCM
Girona FC,11,1478,LWB
Celtic,22,1479,LB
Valencia CF,1,1480,GK
Spartak Moscow,2,1481,RCB
Guadalajara,11,1482,RM
KAA Gent,2,1483,RB
Montpellier HSC,11,1484,LS
West Ham United,5,1485,RB
Fluminense,5,1486,LB
Sevilla FC,24,1487,CB
Deportivo de La Coruña,5,1488,CDM
Hannover 96,13,1489,RM
Lazio,35,1490,CAM
Olympiacos CFP,11,1491,RM
Crystal Palace,18,1492,RM
Roma,1,1493,GK
Southampton,6,1494,LCB
Arsenal,16,1495,CB
Sporting CP,10,1496,ST
Dijon FCO,10,1497,RM
Santos Laguna,23,1498,LCM
Deportivo Alavés,4,1499,CB
Independiente,7,1500,CAM
Trabzonspor,11,1501,RM
FC Girondins de Bordeaux,13,1502,LCM
Málaga CF,21,1503,RDM
1. FSV Mainz 05,16,1504,RCB
Sampdoria,16,1505,CM
VfL Wolfsburg,17,1506,CB
KRC Genk,10,1507,ST
Real Betis,19,1508,RWB
AS Saint-Étienne,21,1509,RM
Bologna,12,1510,GK
Levante UD,3,1511,LM
TSG 1899 Hoffenheim,9,1512,ST
Real Sociedad,22,1513,CB
MKE Ankaragücü,26,1514,LCB
VfL Wolfsburg,7,1515,LW
Shandong Luneng TaiShan FC,9,1516,LS
West Bromwich Albion,6,1517,LCB
RC Strasbourg Alsace,1,1518,GK
Leicester City,7,1519,LM
Fiorentina,10,1520,LW
Getafe CF,18,1521,RCM
Roma,19,1522,CAM
SV Werder Bremen,4,1523,RB
Paris Saint-Germain,24,1524,CM
Fenerbahçe SK,5,1525,RDM
PAOK,3,1526,RB
SV Werder Bremen,17,1527,LW
AS Monaco,39,1528,LB
Vitória,2,1529,RB
Sampdoria,10,1530,RCM
Çaykur Rizespor,50,1531,RM
Santos Laguna,1,1532,GK
CD Leganés,10,1533,RM
Sampdoria,15,1534,LCB
AS Monaco,4,1535,LDM
Medipol Ba?ak?ehir FK,3,1536,LB
Deportivo Alavés,7,1537,RS
U.N.A.M.,15,1538,RW
Nottingham Forest,2,1539,ST
Toronto FC,4,1540,CDM
Ajax,19,1541,CAM
Royal Antwerp FC,70,1542,ST
Angers SCO,5,1543,CM
CD Leganés,29,1544,GK
VfB Stuttgart,2,1545,LWB
Independiente,5,1546,LDM
Newcastle United,2,1547,RB
Club Tijuana,7,1548,LCM
Hertha BSC,1,1549,GK
Levante UD,7,1550,LM
Sport Club do Recife,3,1551,RCB
Racing Club,23,1552,CDM
West Bromwich Albion,25,1553,RCB
Real Salt Lake,11,1554,CAM
SD Eibar,12,1555,RCB
SPAL,1,1556,GK
Fenerbahçe SK,35,1557,GK
Vitória Guimarães,20,1558,RM
Seattle Sounders FC,11,1559,ST
Huddersfield Town,6,1560,CM
Hamburger SV,8,1561,LCM
Stade Malherbe Caen,24,1562,LCB
Seattle Sounders FC,6,1563,RDM
KRC Genk,14,1564,RCM
FC Basel 1893,25,1565,CB
West Ham United,30,1566,RM
Feyenoord,8,1567,RCM
Bournemouth,21,1568,LB
Medipol Ba?ak?ehir FK,8,1569,CAM
Bologna,17,1570,CM
SPAL,27,1571,LCB
Udinese,6,1572,RCM
SC Braga,14,1573,LCB
AZ Alkmaar,16,1574,RB
Be?ikta? JK,3,1575,CB
AZ Alkmaar,8,1576,CM
Real Betis,2,1577,RM
Real Valladolid CF,7,1578,LM
Athletic Club de Bilbao,3,1579,CB
FC Girondins de Bordeaux,18,1580,CM
SD Eibar,16,1581,LM
Empoli,14,1582,CAM
Bournemouth,19,1583,RM
FC Nantes,17,1584,CM
SK Slavia Praha,17,1585,RM
Feyenoord,3,1586,CB
Atlético Mineiro,8,1587,LAM
Viktoria Plze?,1,1588,GK
Willem II,9,1589,ST
Al Wehda,10,1590,LM
Deportivo Alavés,6,1591,LCB
Middlesbrough,11,1592,ST
Dinamo Zagreb,66,1593,LCB
Club Atlas,11,1594,CAM
West Ham United,26,1595,LB
Olympique de Marseille,6,1596,CB
Granada CF,4,1597,CDM
Lokomotiv Moscow,23,1598,CDM
Girona FC,5,1599,CB
Shakhtar Donetsk,21,1600,LDM
Royal Antwerp FC,11,1601,CM
,4,1602,CDM
SC Braga,60,1603,CDM
Athletic Club de Bilbao,24,1604,LB
Sporting CP,25,1605,CDM
Nottingham Forest,37,1606,ST
Sydney FC,10,1607,LM
Deportivo Toluca,1,1608,GK
Antalyaspor,32,1609,CAM
Hannover 96,4,1610,RB
Sporting Kansas City,21,1611,LCM
SV Zulte-Waregem,10,1612,LM
Cruzeiro,1,1613,GK
Málaga CF,4,1614,RCB
Brighton & Hove Albion,14,1615,CB
Napoli,30,1616,CM
Philadelphia Union,10,1617,CAM
Toulouse Football Club,21,1618,CAM
Dynamo Kyiv,4,1619,LCB
Boca Juniors,31,1620,GK
Columbus Crew SC,12,1621,GK
Standard de Liège,22,1622,LM
U.N.A.M.,11,1623,CAM
Levante UD,2,1624,ST
Villarreal CF,23,1625,CB
Real Oviedo,10,1626,LM
Stade Malherbe Caen,12,1627,RW
OGC Nice,21,1628,CM
Pachuca,16,1629,CDM
Burnley,13,1630,CM
Olympique de Marseille,27,1631,CM
Vitória Guimarães,21,1632,LB
Udinese,7,1633,LM
Fenerbahçe SK,7,1634,CAM
Boavista FC,42,1635,CDM
Racing Club,19,1636,LM
RCD Espanyol,16,1637,RB
Genoa,19,1638,CAM
Dijon FCO,11,1639,ST
RC Strasbourg Alsace,11,1640,CM
Olympique de Marseille,16,1641,GK
Parma,55,1642,GK
VfL Wolfsburg,5,1643,CB
RCD Espanyol,6,1644,CB
Independiente,2,1645,CB
Dinamo Zagreb,7,1646,CAM
FC Schalke 04,9,1647,ST
RC Celta,21,1648,LDM
CD Leganés,9,1649,RS
Watford,22,1650,LB
Sassuolo,31,1651,LCB
Atiker Konyaspor,7,1652,RM
Angers SCO,8,1653,RCB
Be?ikta? JK,18,1654,CDM
RC Celta,2,1655,LCB
Southampton,8,1656,RCM
Kaizer Chiefs,11,1657,RS
Wolverhampton Wanderers,7,1658,LW
Levante UD,2,1659,CB
Vitória,5,1660,LB
Fenerbahçe SK,23,1661,GK
Wolverhampton Wanderers,10,1662,RW
Huddersfield Town,37,1663,RWB
Chelsea,33,1664,LB
Hannover 96,10,1665,LM
Leicester City,28,1666,LB
Club Atlético Banfield,23,1667,RDM
Cagliari,1,1668,GK
FC Basel 1893,6,1669,RDM
1. FC Köln,7,1670,RWB
,15,1671,RDM
GD Chaves,12,1672,LCM
FC Nantes,6,1673,LB
Empoli,26,1674,RCB
Getafe CF,8,1675,RM
Eintracht Frankfurt,22,1676,GK
Genoa,2,1677,CB
Palermo,5,1678,LCB
AS Saint-Étienne,9,1679,ST
Atlético Nacional,16,1680,LM
SC Braga,25,1681,RCM
Borussia Mönchengladbach,24,1682,LCB
1. FC Köln,10,1683,RM
Hannover 96,1,1684,GK
Paraná,6,1685,RDM
Los Angeles FC,33,1686,RCM
Parma,88,1687,CM
Puebla FC,34,1688,GK
VfL Wolfsburg,19,1689,LM
Monterrey,11,1690,LWB
Leicester City,20,1691,CF
Perth Glory,17,1692,LM
OGC Nice,24,1693,LWB
Guadalajara,7,1694,RDM
Panathinaikos FC,10,1695,LM
Genoa,30,1696,RCM
Southampton,22,1697,LM
Rayo Vallecano,23,1698,RCB
FC Sion,17,1699,CDM
Udinese,8,1700,CM
Vitória de Setúbal,30,1701,RDM
Levante UD,23,1702,RM
Getafe CF,15,1703,CDM
Angers SCO,16,1704,GK
Botafogo,7,1705,RAM
Newcastle United,3,1706,LB
Atlanta United,15,1707,RM
Toulouse Football Club,2,1708,RB
Grêmio,7,1709,LW
PFC CSKA Moscow,11,1710,LS
América FC (Minas Gerais),10,1711,CAM
Shanghai SIPG FC,25,1712,CM
RCD Espanyol,5,1713,CB
Feyenoord,18,1714,CM
New York City FC,8,1715,CDM
Galatasaray SK,17,1716,CM
New York Red Bulls,10,1717,CAM
Santos,23,1718,CAM
Club América,11,1719,LM
Girona FC,1,1720,GK
Chicago Fire,23,1721,ST
SPAL,8,1722,RM
Hannover 96,5,1723,CB
Club León,13,1724,RDM
AS Monaco,3,1725,LB
Nottingham Forest,31,1726,RM
Brighton & Hove Albion,9,1727,ST
Shakhtar Donetsk,4,1728,RCB
Club América,24,1729,LS
Al Shabab,10,1730,LS
AS Monaco,24,1731,CB
Galatasaray SK,15,1732,LDM
Cruz Azul,17,1733,RM
Torino,29,1734,RM
RB Leipzig,3,1735,LB
Montpellier HSC,3,1736,LCB
Club Atlético Colón,5,1737,CDM
AS Saint-Étienne,5,1738,LB
Vitória,3,1739,RCB
Udinese,9,1740,ST
Tigres U.A.N.L.,25,1741,RM
Olympiacos CFP,12,1742,RDM
Tottenham Hotspur,14,1743,LM
Real Betis,1,1744,GK
Amiens SC,34,1745,CDM
Internacional,4,1746,LCB
Amiens SC,2,1747,LCB
Club América,10,1748,LM
FC København,33,1749,RCM
FC Red Bull Salzburg,15,1750,RCB
PFC CSKA Moscow,42,1751,LWB
Dynamo Kyiv,9,1752,RB
Feyenoord,6,1753,LCB
Al Nassr,7,1754,LM
Sporting CP,23,1755,RM
Medipol Ba?ak?ehir FK,88,1756,CDM
Cagliari,8,1757,CM
Guangzhou R&F; FC,8,1758,RCM
Shakhtar Donetsk,2,1759,RB
PSV,14,1760,RCM
RC Celta,18,1761,CM
Deportivo Alavés,14,1762,LM
Napoli,1,1763,GK
Sevilla FC,15,1764,CDM
Monarcas Morelia,10,1765,CAM
SC Braga,28,1766,GK
Roma,2,1767,RB
Sporting Kansas City,3,1768,RCB
RB Leipzig,27,1769,RB
LA Galaxy,11,1770,LS
Albacete BP,19,1771,LCB
FC Basel 1893,20,1772,CDM
Burnley,18,1773,CM
Frosinone,28,1774,RF
Milan,12,1775,RM
Stoke City,27,1776,CAM
